target_index,snap_index,width,height,detection_ok,corner_count,extent_i,extent_j,horizontal_coverage_frac,residual_median_px,residual_p95_px,edge_axis_residual_median_deg,edge_axis_residual_p95_deg,local_step_cv,local_homography_residual_median_px,local_homography_residual_p95_px,graph_degree_0,graph_degree_1,graph_degree_2,graph_degree_3,graph_degree_4,raw_corners,after_strength_filter,after_orientation_cluster_filter,graph_nodes,graph_edges,largest_component,num_components,assigned_grid_corners,after_global_homography_prune,final_labeled_corners,reject_out_of_distance_window,reject_out_of_step_window,reject_axis_line_disagree,reject_no_axis_match_source,reject_no_axis_match_candidate,reject_not_orthogonal,reject_edge_axis_angle_mismatch,reject_missing_cluster,reject_same_cluster_legacy,reject_low_alignment,reject_cluster_polarity_flip,reject_local_homography_residual,timing_total_us
1,5,720,540,true,52,12,7,0.908393,1.005995,1.653934,3.487659,8.916375,0.263979,0.505880,1.093527,29,15,12,18,20,94,94,94,94,173,54,37,53,,52,0,62,0,763,93,0,0,0,0,0,0,0,2589
2,0,720,540,true,31,13,6,0.903856,33.642227,78.018608,2.032528,11.154396,0.273206,0.432678,1.139343,40,22,35,13,9,128,128,119,119,167,44,50,37,,31,0,102,0,933,106,0,0,0,0,0,0,0,3018
2,1,720,540,true,51,12,7,0.944412,0.796035,1.649732,1.982421,5.933604,0.380554,0.548751,1.075858,23,23,15,15,19,96,96,95,95,174,53,32,52,,51,0,60,0,824,147,0,0,0,0,0,0,0,2564
2,2,720,540,true,50,12,6,0.924873,0.817352,1.750846,3.827665,10.918331,0.300107,0.544675,1.215757,47,15,17,16,12,109,109,107,107,145,51,53,51,,50,0,102,0,869,178,0,0,0,0,0,0,0,2515
2,3,720,540,true,24,15,5,0.955591,21.879051,50.022945,1.629751,7.575049,0.395568,0.674615,0.778335,22,18,32,4,8,88,88,84,84,126,42,35,33,,24,0,179,0,894,112,0,0,0,0,0,0,0,2832
2,4,720,540,true,51,12,7,0.954204,0.835761,1.911194,2.536527,10.498875,0.282381,0.622477,1.246118,29,24,15,15,19,102,102,102,102,175,55,37,54,,51,0,76,0,898,208,0,0,0,0,0,0,0,3238
2,5,720,540,true,52,13,6,0.964089,0.790954,1.689578,2.950560,7.241763,0.250401,0.477013,0.972565,36,13,13,17,19,99,99,98,98,166,52,43,52,,52,0,36,0,877,146,0,0,0,0,0,0,0,2312
3,0,720,540,true,31,16,5,0.918455,33.483326,62.031742,1.564906,6.020293,0.319641,0.443565,0.819550,35,13,33,10,10,107,107,101,101,149,43,46,37,,31,0,64,0,726,82,0,0,0,0,0,0,0,2713
3,1,720,540,true,55,12,8,0.948008,0.744934,1.285534,1.701223,6.148373,0.379817,0.510477,1.024365,33,20,17,20,16,106,106,106,106,178,55,41,55,,55,0,73,0,933,195,0,0,0,0,0,0,0,2408
3,2,720,540,true,56,14,6,0.966999,0.768893,1.544049,3.185846,7.447871,0.301683,0.575532,1.120764,53,9,18,14,20,118,118,114,114,167,56,57,56,,56,0,91,0,972,221,0,0,0,0,0,0,0,2390
3,3,720,540,true,26,14,7,0.954048,16.949781,46.546978,1.694351,6.631745,0.352827,0.418009,1.221109,22,8,36,7,9,85,85,82,82,137,45,30,36,,26,0,28,0,625,55,0,0,0,0,0,0,0,2924
3,4,720,540,true,53,12,7,0.879497,0.809706,1.572621,2.089901,6.311655,0.266565,0.515059,1.172414,29,15,12,17,23,96,96,96,96,182,53,36,53,,53,0,57,0,821,170,0,0,0,0,0,0,0,2296
3,5,720,540,true,62,13,7,0.956856,0.799868,3.311545,3.009163,7.038865,0.311110,0.637949,4.077637,45,15,19,14,28,122,122,121,121,207,62,53,62,,62,0,72,0,1123,210,0,0,0,0,0,0,0,2627
4,0,720,540,true,46,10,10,0.952541,0.875626,1.792141,2.298823,10.718944,0.465618,0.415104,0.995522,41,37,22,14,13,132,132,127,127,175,47,59,47,,46,0,136,0,1130,138,0,0,0,0,0,0,0,2656
4,1,720,540,true,44,12,7,0.945839,0.920365,1.868724,2.347208,10.261021,0.416666,0.588924,1.593814,31,25,21,12,10,100,100,99,99,143,45,43,45,,44,0,81,0,992,147,0,0,0,0,0,0,0,2427
4,2,720,540,true,47,12,6,0.962966,0.818347,1.861446,2.812440,8.865335,0.365826,0.488817,1.647820,43,6,11,16,18,94,94,94,94,148,47,46,47,,47,0,42,0,599,103,0,0,0,0,0,0,0,2175
4,3,720,540,false,0,0,0,,,,2.452256,10.206448,0.333587,,,27,18,47,7,2,104,104,101,101,141,37,43,0,,0,0,26,0,559,75,0,0,0,0,0,0,0,1678
4,4,720,540,true,45,11,6,0.920058,0.907032,2.168591,2.025779,6.082119,0.233597,0.593033,1.093591,20,11,8,15,16,71,71,70,70,136,46,23,46,,45,0,94,0,468,81,0,0,0,0,0,0,0,2293
4,5,720,540,true,54,12,7,0.951716,1.191684,2.388146,2.397192,10.837297,0.369323,0.712824,2.311176,26,22,22,15,16,103,103,101,101,175,58,34,56,,54,0,124,0,936,188,0,0,0,0,0,0,0,2830
5,0,720,540,false,0,0,0,,,,2.499439,10.772533,0.386685,,,30,26,25,9,7,99,99,97,97,131,21,43,0,,0,0,139,0,981,138,0,0,0,0,0,0,0,1624
5,1,720,540,true,40,12,5,0.950365,0.791466,1.379957,1.826311,5.848022,0.333696,0.524932,1.097643,17,13,9,15,13,69,69,67,67,128,40,23,40,,40,0,46,0,541,77,0,0,0,0,0,0,0,1978
5,2,720,540,true,40,10,6,0.807865,0.763929,1.609529,2.876684,11.071826,0.292952,0.730703,1.631617,26,13,8,13,16,76,76,76,76,132,41,33,41,,40,0,38,0,526,110,0,0,0,0,0,0,0,2183
5,3,720,540,false,0,0,0,,,,2.053319,11.140326,0.486397,,,23,25,40,3,0,95,95,91,91,114,24,44,0,,0,0,220,0,963,153,0,0,0,0,0,0,0,1642
